Name,Place Type,Tier,Star,Status,Tags,City,Country,Town,Address,Latitude,Longitude,Apple ID,Source Guides,Conflict
Seven Grand,Bar,Fair,,Visited,,Austin,United States,Austin,"405 E 7th St, Austin, TX  78701, United States",30.2677934,-97.738545,I8DB344E0E6057F68,Fair_Bars,
Shack 512,Restaurant,Fair,,Visited,,Austin,United States,Volente,"8714 Lime Creek Rd, Volente, TX 78641, United States",30.4627776,-97.913788,IAE9BD52B2CF30BDE,Fair_Restaurants_,
Shiner's Saloon,Bar,,,Visited,Rooftop,Austin,United States,Austin,"422 Congress Ave, Unit D, Austin, TX 78701, United States",30.2670446,-97.7435049,I1A57804450F1B6C9,Rooftop,
Shore Raw Bar & Grill,Restaurant,Fair,,Not visited,,Austin,United States,Austin,"8665 W Highway 71, Unit 100, Austin, TX 78735, United States",30.2496407,-97.8950801,ICCE9DD10F96F1223,Fair_Restaurants_; Try_List,TIER+UNVISITED
Sidecar at Prince Solms Inn,Restaurant,Experience,,Visited,,Austin,United States,New Braunfels,"295 E San Antonio St, New Braunfels, TX 78130, United States",29.7045847,-98.1234522,I59D9BF3477079C30,Experience_Spots,
Simona's,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"2510 S Congress Ave, Austin, TX  78704, United States",30.2375597,-97.7552255,I371CC460E315D7F7,Breakfast___Brunch,
Sip Pho,Restaurant,Fair,,Visited,,Austin,United States,Austin,"512 W 29th St, Austin, TX  78705, United States",30.2953829,-97.7423143,I32985A199FADF481,Fair_Restaurants_,
Slab BBQ & Beer,Restaurant,Fair,,Visited,,Austin,United States,Austin,"9012 Research Blvd, Unit C4, Austin, TX 78758, United States",30.371311,-97.724571,I34E40D6F8CD06A2,Fair_Restaurants_,
Small Victory,Bar,Cool,,Visited,,Austin,United States,Austin,"108 E 7th St, Austin, TX  78701, United States",30.2689051,-97.7415297,ID99C95B3F5B24D3B,Cool_Bars,
Sour Duck Market,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1814 E Martin Luther King Jr Blvd, Austin, TX  78702, United States",30.2798818,-97.7216807,ID803DCCBB9CFFE4,Fair_Restaurants_,
Space Cowboy,Restaurant,Destination,,Visited,,Austin,United States,Austin,"1917 E 7th St, Austin, TX  78702, United States",30.2620558,-97.7213454,ID6F9EDD426EC2AC7,Designation,
Space Kat BBQ,Food truck,,,Visited,,Austin,United States,Austin,"2431 Webberville Rd, Austin, TX 78702, United States",30.262906,-97.7140809,I4AC573B52FDBE83E,Food_Trucks,
Spare Birdie,Outdoors & attraction,,,Visited,,Austin,United States,Cedar Park,"1400 Discovery Blvd, Cedar Park, TX  78613, United States",30.5288216,-97.8209138,I5474AAC4B92A8CDB,Fun_Locations,
Spicy Boys Fried Chicken,Food truck,,,Visited,,Austin,United States,Austin,"1701 E 6th St, Austin, TX  78702, United States",30.2621677,-97.7242311,I3CA2AA7037FC29CB,Food_Trucks,
Spread & Co.,Grocery,Fair,,Visited,Breakfast & brunch,Austin,United States,Austin,"2406 Manor Rd, Austin, TX  78722, United States",30.284933,-97.716884,I3A0B4C2FC819A96B,Breakfast___Brunch; Fair_Restaurants_; Grocery,
Spud Ranch,Restaurant,Fair,,Visited,,Austin,United States,New Braunfels,"118 Common St, New Braunfels, TX 78130, United States",29.7098835,-98.1192252,IA4D4DC94671F3B67,Fair_Restaurants_,
St. Edward's University,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"3001 South Congress, Austin, TX 78704, United States",30.2296212,-97.7550387,ID633E93DA26CCB2E,Fun_Locations,
STAG Provisions for Men,Shop,,,Visited,,Austin,United States,Austin,"1423 S Congress Ave, Austin, TX  78704, United States",30.2489262,-97.7496185,I22209697240B8383,Stores,
Steiner Ranch Steakhouse,Restaurant,Fair,,Visited,,Austin,United States,Austin,"5424 Steiner Ranch Blvd, Austin, TX 78732, United States",30.390152,-97.8717251,I15B8F7368317250B,Fair_Restaurants_,
Stiles Switch BBQ,Restaurant,Fair,,Visited,,Austin,United States,Austin,"6610 N Lamar Blvd, Austin, TX 78752, United States",30.334503,-97.7213638,IB02EC60F61FD2A32,Fair_Restaurants_,
Suerte,Restaurant,Destination,,Visited,,Austin,United States,Austin,"1800 E 6th St, Austin, TX 78702, United States",30.2621145,-97.7233207,IF9F4C91B84DEC0E8,Designation,
Summer on Music Lane,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1101 Music Ln, Austin, TX  78704, United States",30.2526588,-97.747727,IAA7C3E9782A61FFC,Fair_Restaurants_,
Sundancer Grill,Restaurant,Fair,,Visited,,Austin,United States,Lakeway,"16410 Stewart Rd, Lakeway, TX 78734, United States",30.381415,-97.959654,I6016C9546B9925C4,Fair_Restaurants_,
Sunday Bookshop,Outdoors & attraction,,,Visited,,Austin,United States,Dripping Springs,"28101 Ranch Road 12, Dripping Springs, TX  78620, United States",30.1995724,-98.0873969,I29ED4D11FD9A6660,Fun_Locations,
Sushi Warriors,Restaurant,Fair,,Visited,,Austin,United States,Austin,"4600 W Guadalupe St, Unit B5, Austin, TX  78751, United States",30.3148207,-97.733109,IA18B5AA5F0EA9956,Fair_Restaurants_,
Sway,Restaurant,Destination,,Visited,,Austin,United States,West Lake Hills,"3437 Bee Caves Road, West Lake Hills, TX 78746, United States",30.2764276,-97.804091,IE16162F1DB4155D3,Designation,
Sweet Memes,Dessert,,,Visited,,Austin,United States,Austin,"3801 S Congress Ave, Unit 109, Austin, TX  78704, United States",30.2263335,-97.7618695,I8B5173C8D5288043,Dessert,
Taco Flats,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1110 West Lynn St, Austin, TX  78703, United States",30.2800427,-97.7594798,I18BC19106CE467BF,Fair_Restaurants_,
Tavern On Castell,Bar,Cool,,Visited,,Austin,United States,New Braunfels,"208 S Castell Ave, New Braunfels, TX  78130, United States",29.700779,-98.1243421,I32C95BF4B21B2150,Cool_Bars,
Taverna,Restaurant,Fair,,Visited,,Austin,United States,Austin,"258 W 2nd St, Austin, TX  78701, United States",30.2650867,-97.7463485,I2929CC0801339EFD,Fair_Restaurants_,
Techo Mezcaleria & Agave Bar,Bar,Fair,,Visited,,Austin,United States,Austin,"2201 Manor Rd, Austin, TX  78722, United States",30.2840296,-97.718946,IDCB4ADBF92E341BC,Fair_Bars,
Teddy's,Bar,Fair,,Visited,,Austin,United States,Austin,"2200 Manor Rd, Austin, TX  78722, United States",30.284418,-97.7193752,IE1741EBAD291090A,Fair_Bars,
TenTen,Restaurant,Experience,,Visited,,Austin,United States,Austin,"501 W 6th St, Austin, TX  78701, United States",30.2692511,-97.7475719,IECCB2D34F780A49,Experience_Spots,
Terry Black's BBQ,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1003 Barton Springs Rd, Austin, TX  78704, United States",30.2597712,-97.7547826,I4E0FCE12CF3F918B,Fair_Restaurants_,
Texas Keeper Cider,Bar,Fair,,Visited,,Austin,United States,Manchaca,"12521 Twin Creeks Rd, Manchaca, TX 78652, United States",30.1266184,-97.8194324,I823B3AB4CB50C69A,Fair_Bars,
Texas Paintball,Outdoors & attraction,,,Visited,,Austin,United States,Jonestown,"18300 Medina Vista Ln, Jonestown, TX  78645, United States",30.5035519,-97.910344,I1C17D5AB5F74D93B,Fun_Locations,
The Alley,Unclassified,,,Visited,,Austin,United States,Sunset Valley,"5400 Brodie Ln, Ste 1010, Sunset Valley, TX  78745, United States",30.2327385,-97.8205025,I4DF59C658E6DC5ED,Other,
The Austin Club,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"110 E 9th St, Austin, TX  78701, United States",30.2709416,-97.7408389,ICBC65EB0E559E0A4,Fun_Locations,
The Beez Kneez,Bar,Fair,,Visited,,Austin,United States,Austin,"610 Nueces St, Ste 100, Austin, TX  78701, United States",30.2702738,-97.7484756,ID2C95A7B60116625,Fair_Bars,
The Betty,Bar,Cool,,Visited,,Austin,United States,Austin,"510 Rio Grande St, Austin, TX  78701, United States",30.269454,-97.7498866,I8C85E59F5DC464D5,Cool_Bars,
The Carillon,Restaurant,Destination,,Visited,,Austin,United States,Austin,"1900 University Ave, Austin, TX 78705, United States",30.281654,-97.740105,I6A23BFF57AD84925,Designation,
The Concourse Project,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"Building 1 8509 Burleson Rd, Unit 100, Austin, TX 78719, United States",30.1805895,-97.6863325,I4C2EC0245AF1FC95,Fun_Locations,
The Copperhead Club,Bar,Fair,,Visited,,Austin,United States,Austin,"2120 E Riverside Dr, Austin, TX  78741, United States",30.2401665,-97.7262808,IE18D116B59B2346E,Fair_Bars,
The Cornucopia,Grocery,,,Visited,,Austin,United States,San Marcos,"1104 Thorpe Ln, Unit J, San Marcos, TX 78666, United States",29.88617,-97.92493,IC3B205660CE73638,Grocery,
The Cut,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"401 Sabine St, Austin, TX  78701, United States",30.2645243,-97.7365411,IA0CB8DF0E635C414,Fun_Locations,
The Driskill,Hotel,,,Visited,,Austin,United States,Austin,"604 Brazos St, Austin, TX  78701, United States",30.2679755,-97.7416555,I18E19B7BEF8E2462,Hotels,
The Driskill Bar,Bar,Cool,,Visited,,Austin,United States,Austin,"117 E 7th St, Austin, TX  78701, United States",30.2684265,-97.7416062,I14A5CD18F2B53D2D,Cool_Bars,
The Eleanor,Bar,Fair,,Visited,,Austin,United States,Austin,"307 W 5th St, Unit A, Austin, TX 78701, United States",30.2677065,-97.7462686,I90492C69A63707E6,Fair_Bars,
The Escape Game,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"405 Red River St, Austin, TX  78701, United States",30.2647571,-97.7376513,I8B8B73CEFC2E333C,Fun_Locations,
The Flower Shop,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"1300 E 7th St, Austin, TX  78702, United States",30.2651339,-97.728603,I8A794F078E406B0F,Fun_Locations,
The Front Page,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"Building 1 1023 Springdale Rd, Suite  F, Austin, TX 78721, United States",30.2673238,-97.6938629,I90A84E2392738F89,Breakfast___Brunch,
The Good Lot,Outdoors & attraction,,,Visited,Food truck,Austin,United States,Cedar Park,"2500 W New Hope Dr, Cedar Park, TX  78613, United States",30.5235786,-97.8648532,ID2829497BD9AA63E,Food_Trucks; Fun_Locations,
The Gramercy,Bar,Cool,,Visited,,Austin,United States,Lakeway,"1516 Ranch Road 620 S, Unit 200, Lakeway, TX  78734, United States",30.3472873,-97.9663646,IEFC9A87DAAC99713,Cool_Bars,
The Grove Wine Bar & Kitchen,Restaurant,Fair,,Not visited,,Austin,United States,Austin,"6317 RM-2244, Ste 380, Austin, TX  78746, United States",30.2960731,-97.8322096,I4B090E867D343844,Fair_Restaurants_; Try_List,TIER+UNVISITED
The Grove Wine Bar & Kitchen,Restaurant,Fair,,Visited,,Austin,United States,Austin,"3001 Ranch Road 620 S, Austin, TX 78738, United States",30.333902,-97.967751,I7677AA89E622F902,Fair_Restaurants_,
The Guest House,Restaurant,Destination,,Visited,,Austin,United States,Austin,"110 San Antonio St, Unit 140, Austin, TX  78701, United States",30.2653458,-97.7491567,I91A40F8387BB823E,Designation,
The Hive,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"10542 Menchaca Rd, Austin, TX  78748, United States",30.1652941,-97.8294852,I3546B9640A53BA78,Breakfast___Brunch,
The Kimberly,Restaurant,Experience,,Visited,,Austin,United States,Austin,"200 W 7th St, Ste 100, Austin, TX 78701, United States",30.269187,-97.7442405,I8A5E171E6DBCC147,Experience_Spots,
The Kitchen,Restaurant,Experience,Yes,Visited,,Austin,United States,Austin,"400 W 6th St, Unit 125, Austin, TX  78701, United States",30.2694434,-97.7471022,I177FE60C1C61BCFF,Experience_Spots; Michael_s_Top_Faves,
The Little Darlin',Outdoors & attraction,,,Visited,,Austin,United States,Austin,"6507 Circle S Rd, Austin, TX  78745, United States",30.1944773,-97.7768378,I9E2AB775E3BE4C65,Fun_Locations,
The Local,Restaurant,Fair,,Visited,,Austin,United States,Austin,"9901 Brodie Ln, Unit 120, Austin, TX  78748, United States",30.1849897,-97.8472209,I9E5FC84EE98670CB,Fair_Restaurants_,
The Long Goodbye,Bar,Fair,,Visited,,Austin,United States,Austin,"2808 Manor Rd, Austin, TX  78722, United States",30.2857202,-97.7113937,I91810B3D2C6C36FC,Fair_Bars,
The Natural Gardener,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"8648 Old Bee Caves Rd, Austin, TX  78735, United States",30.2570979,-97.8905493,I73CE377548147861,Fun_Locations,
The Peacock,Restaurant,Experience,,Visited,Breakfast & brunch,Austin,United States,Austin,"600 W 2nd St, Ground Floor, Austin, TX 78701, United States",30.266249,-97.7501378,I2192B4B907C889B8,Breakfast___Brunch; Experience_Spots,
The Picnic,Food truck,,,Visited,,Austin,United States,Austin,"1720 Barton Springs Rd, Austin, TX  78704, United States",30.2635338,-97.7628762,I156C76AEF156AF17,Food_Trucks,
The Roosevelt Room,Bar,Cool,,Visited,,Austin,United States,Austin,"307 W 5th St, Unit B, Austin, TX  78701, United States",30.2677065,-97.7462686,ID2685C8B93D4C73D,Cool_Bars,
The Rose Room,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"11500 Rock Rose Ave, Austin, TX  78758, United States",30.401358,-97.7229167,IC2302B931EF85142,Fun_Locations,
The RSRV,Winery,,,Visited,,Austin,United States,Austin,"3415 E 7th St, Austin, TX  78702, United States",30.2568952,-97.7035562,I4098E5005737177C,Wineries,
The Stay Put,Bar,Fair,,Visited,,Austin,United States,Austin,"73 Rainey St, Austin, TX  78701, United States",30.2582849,-97.7387353,I246195A84AE5D8F0,Fair_Bars,
The UMLAUF Sculpture Garden + Museum,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"605 Azie Morton Rd, Austin, TX  78704, United States",30.2632466,-97.7661324,I2DAC753482623D99,Fun_Locations,
The Well,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"440 W 2nd St, Austin, TX  78701, United States",30.2656303,-97.748334,I17922ED5F02B0D36,Breakfast___Brunch,
The Wheel,Bar,Fair,,Visited,,Austin,United States,Austin,"1902-B E MLK Blvd, Austin, TX 78702, United States",30.2801516,-97.7208499,I23304C4A58A03F18,Fair_Bars,
The World of Tennis,Outdoors & attraction,,,Visited,,Austin,United States,Lakeway,"100 World of Tennis Sq, Lakeway, TX  78738, United States",30.351686,-97.9980844,I24349E648962BAAF,Fun_Locations,
Tiger Lilly,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"400 Colorado St, Austin, TX  78701, United States",30.266837,-97.745021,I3E703A9BFDA9853A,Fun_Locations,
Tiki Tatsu-Ya,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1300 S Lamar Blvd, Austin, TX  78704, United States",30.2538354,-97.7633082,IEFC77BB0C3D8738,Fair_Restaurants_,
Tin Top Burger Shop,Restaurant,Fair,,Visited,,Austin,United States,New Braunfels,"283 S Union Ave, Unit 101, New Braunfels, TX  78130, United States",29.7085658,-98.1185425,I864101D4A81AA7D5,Fair_Restaurants_,
Tiniest Bar In Texas,Bar,Fair,,Visited,,Austin,United States,Austin,"817 W 5th St, Austin, TX  78703, United States",30.2695701,-97.7531068,I648ADD9F87A03603,Fair_Bars,
Tiny Grocer / Hyde Park,Grocery,,,Visited,,Austin,United States,Austin,"4300 Speedway, Ste 101, Austin, TX  78751, United States",30.3068877,-97.7299869,IFB4D25018ED676,Grocery,
Tiny Minotaur,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"2701 E Cesar Chavez St, Austin, TX  78702, United States",30.2532195,-97.7140706,I4392F88A98C44F0F,Fun_Locations,
Tiny's Milk & Cookies,Dessert,,,Visited,,Austin,United States,Austin,"1515 W 35th St, Unit C, Austin, TX 78703, United States",30.306582,-97.7503985,I67A302A3F293C536,Dessert,
Toasty Badger,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"2206 S Congress Ave, Austin, TX  78704, United States",30.24107,-97.7528939,I5F16AEF04894474E,Breakfast___Brunch,
Topgolf Swing Suite - Austin,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"500 E 4th St, Austin, TX  78701, United States",30.265107,-97.7385981,I1EDAF7348A8D8F59,Fun_Locations,
Toshokan,Restaurant,Destination,,Visited,,Austin,United States,Austin,"807 E 4th St, Austin, TX  78702, United States",30.2635212,-97.734704,IFD434C9854ED714D,Designation,
Trona,Bar,Cool,,Visited,,Austin,United States,Austin,"1812 E 12th St, Austin, TX  78702, United States",30.2738286,-97.7203095,I9F29D6F92791B3D2,Cool_Bars,
Truluck's Ocean's Finest Seafood & Crab,Restaurant,Experience,,Visited,,Austin,United States,Austin,"300 Colorado St, Austin, TX  78701, United States",30.2659617,-97.7452755,IC5DB178375FD7DFE,Experience_Spots,
Tsuke Edomae,Restaurant,Experience,,Visited,,Austin,United States,Austin,"4600 Mueller Blvd, Ste 1035, Austin, TX 78723, United States",30.2987316,-97.7077246,I94D7BFAB269E1C24,Experience_Spots,
Tumble 22,Restaurant,Fair,,Visited,,Austin,United States,Austin,"7211 Burnet Rd, Austin, TX  78757, United States",30.3479586,-97.7353299,I6B87DC3E45DD1A1F,Fair_Restaurants_,
Tumlinson's Smoky Top BBQ,Restaurant,Fair,,Visited,,Austin,United States,Llano,"1009 E Hwy St, Unit 29, Llano, TX 78643, United States",30.7597785,-98.6628807,IB4621F1A9105D8F4,Fair_Restaurants_,
Two Hands,Restaurant,,,Visited,Breakfast & brunch,Austin,United States,Austin,"1011 S Congress Ave, Unit 170, Austin, TX 78704, United States",30.2534975,-97.7479202,I82E626442476F8EE,Breakfast___Brunch,
Uchi,Restaurant,Experience,,Visited,,Austin,United States,Austin,"801 S Lamar Blvd, Austin, TX 78704, United States",30.2575409,-97.7597957,I2E8A9418A5077CA5,Experience_Spots,
Uchibā Austin,Restaurant,Experience,,Not visited,,Austin,United States,Austin,"601 W 2nd St, Austin, TX 78701, United States",30.2658229,-97.7501889,IFAFE34227A96997D,Experience_Spots; Try_List,TIER+UNVISITED
Urban Rooftop,Bar,,,Visited,Rooftop,Austin,United States,Round Rock,"411 W Main St, Round Rock, TX 78681, United States",30.5064591,-97.6823026,I31A8BABE9D757927,Rooftop,
Uroko,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1023 Springdale Rd Bldg 1, Unit 1, Austin, TX  78721, United States",30.2675926,-97.6939273,I786A029EE52A5E36,Fair_Restaurants_,
VanHorn's,Unclassified,,,Not visited,,Austin,United States,Austin,"238 W 2nd St, Austin, TX 78701, United States",30.2650218,-97.7459441,ID449A96199E4055F,Try_List,
Vaudeville,Restaurant,Destination,,Visited,,Austin,United States,Fredericksburg,"230 E Main St, Fredericksburg, TX  78624, United States",30.2734579,-98.8696414,IE5394A1439DA4E3C,Designation,
Veracruz Fonda & Bar,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1905 Aldrich St, Unit 125, Austin, TX 78723, United States",30.2981527,-97.7052194,I92DF04E8224A0EAA,Fair_Restaurants_,
Verbena,Restaurant,Destination,,Visited,,Austin,United States,Austin,"612 W 6th St, Austin, TX  78701, United States",30.2701018,-97.7489977,I556ECEDBD45CF0FE,Designation,
VERDAD True Modern Mexican,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2701 Perseverance Dr, Austin, TX  78731, United States",30.318198,-97.753541,IBF3E0431415CFDF3,Fair_Restaurants_,
Vespaio,Restaurant,Fair,,Visited,,Austin,United States,Austin,"1610 S Congress Ave, Austin, TX  78704, United States",30.2473254,-97.7508395,I11299A1C0D91A46,Fair_Restaurants_,
Vic & Al's,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2406 Manor Rd, Unit D, Austin, TX 78722, United States",30.284946,-97.716934,IB2B5A5F104F43D8C,Fair_Restaurants_,
Vigilante Gastropub and Games,Outdoors & attraction,Fair,,Visited,,Austin,United States,Austin,"7010 Easy Wind Dr, Unit 150, Austin, TX  78752, United States",30.3393495,-97.7183505,I81EFD35B8E164C8,Fair_Restaurants_; Fun_Locations,
Vinaigrette,Restaurant,Fair,,Visited,,Austin,United States,Austin,"2201 College Ave, Austin, TX  78704, United States",30.2412867,-97.75204,IB59695E04A17CAA1,Fair_Restaurants_,
Vince Young Steakhouse,Restaurant,Destination,,Visited,,Austin,United States,Austin,"301 San Jacinto Blvd, Austin, TX 78701, United States",30.2647543,-97.7411732,I15C96E0399760272,Designation,
Watertrade,Bar,Cool,,Visited,,Austin,United States,Austin,"1603 S Congress Ave, Austin, TX  78704, United States",30.2477216,-97.7499188,I47864DED024B859E,Cool_Bars,
Westlake Wine Bar,Winery,,,Visited,,Austin,United States,Austin,"3801 N Capital of Texas Hwy, Unit A-180, Austin, TX 78746, United States",30.3352363,-97.8052819,I9A3FD5A959007184,Wineries,
Wheatsville Food Co-op,Grocery,,,Visited,,Austin,United States,Austin,"3101 Guadalupe St, Austin, TX  78705, United States",30.2975567,-97.7410719,I1AB1B6EE7F784A35,Grocery,
Whipped Bakery & Cafe,Dessert,,,Visited,,Austin,United States,Leander,"15609 Ronald W Reagan Blvd, Unit B220, Leander, TX  78641, United States",30.5634296,-97.8015697,I41417A12D9F2C67B,Dessert,
Whisler's,Bar,Cool,,Visited,Night out,Austin,United States,Austin,"1816 E 6th St, Austin, TX  78702, United States",30.2620048,-97.7226645,I8DA01279493D2E6A,Cool_Bars; Night_Out,
Winston’s,Restaurant,Fair,,Visited,,Austin,United States,Spicewood,"4900 Bee Creek Rd, Spicewood, TX  78669, United States",30.3377805,-98.0275504,I7A0DB3361CFE7E0B,Fair_Restaurants_,
WXYZ Bar,Bar,Fair,,Visited,,Austin,United States,Austin,"6731 Legado Ln, Austin, TX  78749, United States",30.2210277,-97.8326408,I6D6B70A280F5FFA1,Fair_Bars,
Yamas,Restaurant,Destination,,Not visited,,Austin,United States,Austin,"5308 Balcones Dr, Austin, TX  78731, United States",30.3353843,-97.7591451,I7A4B7AFCEEC5436D,Designation; Try_List,TIER+UNVISITED
Yellow Ranger,Bar,Cool,Yes,Visited,,Austin,United States,Austin,"5420 Airport Blvd, Austin, TX  78751, United States",30.3167792,-97.7141192,I812024AA1999701,Cool_Bars; Fair_Bars; Michael_s_Top_Faves,
Zanzibar,Bar,,,Visited,Rooftop,Austin,United States,Austin,"304 E Cesar Chavez St, Unit 700, Austin, TX  78701, United States",30.2627011,-97.7415763,IA346EF020EB29299,Rooftop,
Zhi Tea,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"1023 Springdale Rd, Austin, TX  78721, United States",30.267159,-97.692993,I4B7200F7643DC94A,Fun_Locations,
Zilker Metropolitan Park,Outdoors & attraction,,,Visited,,Austin,United States,Austin,"2100 Barton Springs Rd, Austin, TX 78704, United States",30.2661099,-97.7709389,I72764CDFBAAD7344,Fun_Locations,
Asado Life,Restaurant,Fair,,Visited,,St. Augustine,United States,Saint Augustine,"173 Shipyard Way, Saint Augustine, FL  32084, United States",29.880081,-81.3213694,IB1B4725194161BBE,Fair_Restaurants_,
Bar Harbor Cheesecake Company,Dessert,,,Visited,,St. Augustine,United States,Saint Augustine,"6 Cordova St, Saint Augustine, FL  32084, United States",29.8973157,-81.31493,I5F25928A14CA441D,Dessert,
Cap's On The Water,Restaurant,Destination,,Visited,,St. Augustine,United States,St. Augustine,"4325 Myrtle Street, St. Augustine, FL 32084, United States",29.9550182,-81.3127005,I57C3A1C41580E6E5,Designation,
Castillo Craft Bar + Kitchen,Restaurant,Destination,,Visited,,St. Augustine,United States,Saint Augustine,"6 W Castillo Dr, Saint Augustine, FL 32084, United States",29.89963,-81.315628,IF09EF8D1BEBD4659,Designation,
Chez L'Amour,Restaurant,Destination,,Visited,,St. Augustine,United States,Saint Augustine,"45 San Marco Ave, Saint Augustine, FL  32084, United States",29.9009791,-81.3151962,ICACE5DEAFC1937BD,Designation,
Cookiebird Ice Cream Bar,Dessert,,,Visited,,St. Augustine,United States,Saint Augustine,"138 San Marco Ave, Saint Augustine, FL  32084, United States",29.9056545,-81.3184779,I58BBB2578C150E2A,Dessert,
Cutie Pies Bake Shop,Dessert,,,Visited,,St. Augustine,United States,Saint Augustine,"62 Cuna St, Saint Augustine, FL  32084, United States",29.8958756,-81.3142508,IDD3342E6D48BD860,Dessert,
Grilled Cheese Gallery,Restaurant,Fair,,Visited,,St. Augustine,United States,Saint Augustine,"16 Cathedral Pl, Saint Augustine, FL 32084, United States",29.8928504,-81.3118033,IE704D202275D3849,Fair_Restaurants_,
Kilwins,Dessert,,,Visited,,St. Augustine,United States,Saint Augustine,"140 St George St, Saint Augustine, FL  32084, United States",29.8935284,-81.3130091,I4B644CBABB7724A4,Dessert,
La Nouvelle,Restaurant,Fair,,Visited,,St. Augustine,United States,Saint Augustine,"102 Bridge St, Saint Augustine, FL 32084, United States",29.8887717,-81.3159545,IF0DF9A0D99B55FA8,Fair_Restaurants_,
Llama Restaurant,Restaurant,Experience,,Visited,,St. Augustine,United States,St. Augustine,"415 Anastasia Blvd, St. Augustine, FL 32080, United States",29.8904012,-81.2963301,I530586DBFD9508E1,Experience_Spots,
Lotus Noodle Bar,Restaurant,Fair,,Visited,,St. Augustine,United States,Saint Augustine,"56 Grove Ave, Saint Augustine, FL  32084, United States",29.9002033,-81.3191645,I8B0FF5936F52AA7C,Fair_Restaurants_,
Maracuya by Llama,Restaurant,,,Visited,Breakfast & brunch,St. Augustine,United States,Saint Augustine,"260 W King St, Saint Augustine, FL  32084, United States",29.8906288,-81.3306501,I909C80F549C9E21A,Breakfast___Brunch,
Mayday Ice Cream,Dessert,,,Visited,,St. Augustine,United States,Saint Augustine,"100 St George St, Unit J, Saint Augustine, FL 32084, United States",29.8946539,-81.3133717,I993DAAA7A910DC2E,Dessert,
River & Fort,Restaurant,Fair,,Visited,,St. Augustine,United States,Saint Augustine,"12 Avenida Menendez, Saint Augustine, FL  32084, United States",29.8957594,-81.3115203,IC28C1E64FE110ACF,Fair_Restaurants_,
14 Prime,Unclassified,,,Not visited,,Jacksonville,United States,Jacksonville,"7510 Gate Pkwy, Jacksonville, FL  32256, United States",30.2441619,-81.5208336,I38E6A839EE696146,Try_List,
Black Pearl,Restaurant,Destination,,Not visited,,Jacksonville,United States,Ponte Vedra Beach,"880 SR-A1A N, Ponte Vedra Beach, FL 32082, United States",30.1898106,-81.3817789,I326D76B69B90C6D7,Designation; Try_List,TIER+UNVISITED
Cataluna,Restaurant,Destination,,Not visited,,Jacksonville,United States,Jacksonville,"8206 Philips Hwy, Unit 38, Jacksonville, FL  32256, United States",30.2190802,-81.5871154,I3D1FE1643E660238,Designation; Try_List,TIER+UNVISITED
Coop 303,Restaurant,Fair,,Visited,,Jacksonville,United States,Atlantic Beach,"303 Atlantic Blvd, Atlantic Beach, FL 32233, United States",30.3249897,-81.3972974,I951B60152D8F377,Fair_Restaurants_,
Lynda's at the Ocean Club,Restaurant,Fair,,Visited,,Jacksonville,United States,Ponte Vedra Beach,"3175 S Ponte Vedra Blvd, Ponte Vedra Beach, FL  32082, United States",29.9688989,-81.3097531,I14F59C6A023C392D,Fair_Restaurants_,
O-Ku,Restaurant,Fair,,Visited,,Jacksonville,United States,Jacksonville Beach,"502 First St N, Jacksonville Beach, FL  32250, United States",30.2932986,-81.3906309,IDE7CA0758B2439A7,Fair_Restaurants_,
Sugar Factory,Unclassified,,,Not visited,,Jacksonville,United States,Jacksonville,"4910 Big Island Dr, Jacksonville, FL 32246, United States",30.2529912,-81.5295346,I8D360BAEF0C5A3B2,Try_List,
The Local,Restaurant,,,Visited,Breakfast & brunch,Jacksonville,United States,Neptune Beach,"301 Atlantic Blvd, Neptune Beach, FL  32266, United States",30.3242605,-81.3975166,I3E27E6456E01B16D,Breakfast___Brunch,
